zone_climatique;altitude/lte;altitue/lt;altitude/gt;altitude/gte;parois_anciennes;inertie;mois;tefs;e;efr26;efr28;text;textmoy26;textmoy28;nref19;nref21;nref26;nref28;dh14;dh19;dh21;dh26;dh28
H1a;400;;;;0;legere|moyenne;01;7.8;38.36;0;0;2.6;;;744;744;0;0;8488;11712.4;13200.4;0;0
H1a;400;;;;0;legere|moyenne;02;5.5;37.47;0;0;3.5;;;672;672;0;0;7038.8;9966.8;11310.8;0;0
H1a;400;;;;0;legere|moyenne;03;6.9;77.61;0;0;7.7;;;738;741;0;0;4733.2;7922.7;9402.4;0;0
H1a;400;;;;0;legere|moyenne;04;9.1;86.79;0;0;10.3;;;695;710;0;0;2950.5;5877.4;7283.3;0;0
H1a;400;;;;0;legere|moyenne;05;11.4;53.63;3.17;0;13.2;26.8;;438;486;8;0;1036.8;2762;3694.7;8.1;0
H1a;400;;;;0;legere|moyenne;06;15.1;0;10.56;5.98;;28.2;29.2;0;0;74;19;0;0;0;74.2;22.5
H1a;400;;;;0;legere|moyenne;07;16.1;0;19.84;9.54;;28.3;29.7;0;0;153;33;0;0;0;152.8;57.1
H1a;400;;;;0;legere|moyenne;08;17.8;0;20.93;11.27;;28.4;29.8;0;0;167;35;0;0;0;166.8;64.2
H1a;400;;;;0;legere|moyenne;09;15.9;54.18;6.33;3.18;13.6;28.2;29.3;402;434;29;6;730.2;2264.1;3101.3;28.8;7.6
H1a;400;;;;0;legere|moyenne;10;14.7;61.45;0;0;13.8;;;644;683;0;0;1056;3645.4;4977.9;0;0
H1a;400;;;;0;legere|moyenne;11;12.5;43.04;0;0;8.8;;;715;720;0;0;3795;6861;8298.6;0;0
H1a;400;;;;0;legere|moyenne;12;9.2;34.26;0;0;5;;;744;744;0;0;6705.3;9573.3;11061.3;0;0
H1a;;800;400;;0;legere|moyenne;01;5.8;38.36;0;0;0.6;;;744;744;0;0;9972.4;13200.4;14688.4;0;0
H1a;;800;400;;0;legere|moyenne;02;3.5;37.47;0;0;1.5;;;672;672;0;0;8382.8;11310.8;12654.8;0;0
H1a;;800;400;;0;legere|moyenne;03;4.9;77.61;0;0;5.7;;;741;742;0;0;6180;9402.4;10884.9;0;0
H1a;;800;400;;0;legere|moyenne;04;7.1;86.79;0;0;8.3;;;710;719;0;0;4240.7;7283.3;8709.4;0;0
H1a;;800;400;;0;legere|moyenne;05;9.4;87.83;0;0;13;;;635;663;0;0;1879.7;4359.2;5655.9;8.1;0
H1a;;800;400;;0;legere|moyenne;06;13.1;84.66;5.98;1.14;15.6;28.4;28.4;514;594;19;4;785.5;2644;3752.7;74.2;22.5
H1a;;800;400;;0;legere|moyenne;07;14.1;37.58;9.54;4.4;15.9;28.8;28.8;216;266;33;14;244.8;1025.7;1514;152.8;57.1
H1a;;800;400;;0;legere|moyenne;08;15.8;33.14;11.27;5.05;14.8;28.9;28.9;233;272;35;17;264.3;1095.6;1607.2;166.8;64.2
H1a;;800;400;;0;legere|moyenne;09;13.9;94.3;3.18;0;13.2;;;621;672;6;0;1602.9;4046.6;5340.9;28.8;7.6
H1a;;800;400;;0;legere|moyenne;10;12.7;61.45;0;0;11.8;;;683;722;0;0;2067.4;4977.9;6393.3;0;0
H1a;;800;400;;0;legere|moyenne;11;10.5;43.04;0;0;6.8;;;720;720;0;0;5187.5;8298.6;9738.6;0;0
H1a;;800;400;;0;legere|moyenne;12;7.2;34.26;0;0;3;;;744;744;0;0;8193.3;11061.3;12549.3;0;0
H1a;;;;800;0;legere|moyenne;01;;0;0;0;;;;0;0;0;;0;0;0;0;0
H1a;;;;800;0;legere|moyenne;02;;0;0;0;;;;0;0;0;0;0;0;0;0;0
H1a;;;;800;0;legere|moyenne;03;;0;0;0;;;;0;0;0;0;0;0;0;0;0
H1a;;;;800;0;legere|moyenne;04;;0;0;0;;;;0;0;0;0;0;0;0;0;0
H1a;;;;800;0;legere|moyenne;05;;0;0;0;;;;0;0;0;0;0;0;0;0;0
H1a;;;;800;0;legere|moyenne;06;;0;0;0;;;;0;0;0;0;0;0;0;0;0
H1a;;;;800;0;legere|moyenne;07;;0;0;0;;;;0;0;0;0;0;0;0;0;0
H1a;;;;800;0;legere|moyenne;08;;0;0;0;;;;0;0;0;0;0;0;0;0;0
H1a;;;;800;0;legere|moyenne;09;;0;0;0;;;;0;0;0;0;0;0;0;0;0
H1a;;;;800;0;legere|moyenne;10;;0;0;0;;;;0;0;0;0;0;0;0;0;0
H1a;;;;800;0;legere|moyenne;11;;0;0;0;;;;0;0;0;0;0;0;0;0;0
H1a;;;;800;0;legere|moyenne;12;;0;0;0;;;;0;0;0;0;0;0;0;0;0
H1b;400;;;;0;legere|moyenne;01;6.9;31.13;0;0;4.7;;;744;744;0;0;6952.7;10180.7;11668.7;0;0
H1b;400;;;;0;legere|moyenne;02;6.1;45.92;0;0;5.2;;;672;672;0;0;5962.7;8874.7;10218.7;0;0
H1b;400;;;;0;legere|moyenne;03;6.4;61.88;0;0;7.3;;;737;744;0;0;5001.6;8207.7;9689.8;0;0
H1b;400;;;;0;legere|moyenne;04;7.6;79.71;0;0;10.3;;;664;700;0;0;3126.6;5914.4;7285;0;0
H1b;400;;;;0;legere|moyenne;05;11.3;86.58;5.62;1.77;14.4;27.3;28.5;558;631;20;5;1349.8;3555.9;4759.3;20.1;2.6
H1b;400;;;;0;legere|moyenne;06;14.9;1.39;23.12;12.04;13.6;28.3;29.8;24;24;189;39;27.2;104.7;152.7;188.5;72
H1b;400;;;;0;legere|moyenne;07;16.9;0;43.62;30.73;;28.9;29.8;0;0;389;90;0;0;0;388.8;163.6
H1b;400;;;;0;legere|moyenne;08;17.3;0;22.2;14.9;;28.9;30;0;0;200;44;0;0;0;199.8;88
H1b;400;;;;0;legere|moyenne;09;16.8;3.04;3.25;0.46;14.5;27.3;28.2;47;48;11;1;46.4;215.8;311.6;10.8;0.2
H1b;400;;;;0;legere|moyenne;10;14.6;61.93;0;0;12.3;;;568;603;0;0;1704.6;4109.7;5278.8;0;0
H1b;400;;;;0;legere|moyenne;11;10.5;33.95;0;0;6.6;;;720;720;0;0;5382.8;8473.8;9913.8;0;0
H1b;400;;;;0;legere|moyenne;12;7.9;37.72;0;0;3.8;;;744;744;0;0;7584.5;10452.5;11940.5;0;0
H1b;;800;400;;0;legere|moyenne;01;4.9;31.13;0;0;2.7;;;744;744;0;0;8440.7;11668.7;13156.7;0;0
H1b;;800;400;;0;legere|moyenne;02;4.1;45.92;0;0;3.2;;;672;672;0;0;7290.9;10218.7;11562.7;0;0
H1b;;800;400;;0;legere|moyenne;03;4.4;61.88;0;0;5.3;;;744;744;0;0;6457.6;9689.8;11177.8;0;0
H1b;;800;400;;0;legere|moyenne;04;5.6;79.71;0;0;8.3;;;700;718;0;0;4332.8;7285;8706.2;0;0
H1b;;800;400;;0;legere|moyenne;05;9.3;86.58;1.77;0;12.4;;;631;682;5;0;2215.1;4759.3;6074.9;20.1;2.6
H1b;;800;400;;0;legere|moyenne;06;12.9;1.39;12.04;5.09;11.6;29.8;29.8;24;24;39;15;59.2;152.7;200.7;188.5;72
H1b;;800;400;;0;legere|moyenne;07;14.9;0;30.73;13.34;;29;29;0;0;90;37;0;00;0;388.8;163.6
H1b;;800;400;;0;legere|moyenne;08;15.3;14.78;14.9;7.64;13.5;29.4;29.4;95;113;44;20;239.6;588.9;800.8;199.8;88
H1b;;800;400;;0;legere|moyenne;09;14.8;96.37;0.46;0;13.9;;;658;733;1;0;1546.5;4119.6;5508.4;10.8;0.2
H1b;;800;400;;0;legere|moyenne;10;12.6;61.93;0;0;10.3;;;603;624;0;0;2696.5;5278.8;6509.3;0;0
H1b;;800;400;;0;legere|moyenne;11;8.5;33.95;0;0;4.6;;;720;720;0;0;6795.1;9913.8;11353.8;0;0
H1b;;800;400;;0;legere|moyenne;12;5.9;37.72;0;0;1.8;;;744;744;0;0;9072.5;11940.5;13428.5;0;0
H1b;;;;800;0;legere|moyenne;01;2.9;31.13;0;0;0.7;;;744;744;0;;9928.7;13156.7;14644.7;0;0
H1b;;;;800;0;legere|moyenne;02;2.1;45.92;0;0;1.2;;;672;672;0;0;8634.7;11562.7;12906.7;0;0
H1b;;;;800;0;legere|moyenne;03;2.4;61.88;0;0;3.3;;;744;744;0;0;7937.8;11177.8;12665.8;0;0
H1b;;;;800;0;legere|moyenne;04;3.6;79.71;0;0;6.3;;;718;720;0;0;5651.1;8706.2;10144;0;0
H1b;;;;800;0;legere|moyenne;05;7.3;86.58;0;0;10.4;;;682;708;0;0;3258.1;6074.9;7463.5;0;0
H1b;;;;800;0;legere|moyenne;06;10.9;68.66;5.09;1.96;14.1;27.8;29.2;462;497;15;0;1073.6;2889.6;3848.8;26.9;6
H1b;;;;800;0;legere|moyenne;07;12.9;0;13.34;1.45;;27;28.2;0;0;37;5;0;0;0;38.7;0.7
H1b;;;;800;0;legere|moyenne;08;13.3;14.78;7.64;2.72;11.4;27.4;28.6;114;121;20;3;385.2;810.3;1049.4;28.9;3.9
H1b;;;;800;0;legere|moyenne;09;12.8;88.7;0;0;12.2;;;633;683;0;6;2065.2;4600.9;5913.7;0;0
H1b;;;;800;0;legere|moyenne;10;10.6;61.93;0;0;8.4;;;628;638;0;0;3860.9;6562.7;7828.3;0;0
H1b;;;;800;0;legere|moyenne;11;6.5;33.95;0;0;2.6;;;720;720;0;0;8233.8;11353.8;12793.8;0;0
H1b;;;;800;0;legere|moyenne;12;3.9;37.72;0;0;0.2;;;744;744;0;0;10560.5;13428.5;14916.5;0;0
H1c;400;;;;0;legere|moyenne;01;6.1;47.86;0;0;3.8;;;741;744;0;0;7640.7;10855.3;12341.2;0;0
H1c;400;;;;0;legere|moyenne;02;4.4;55.9;0;0;3.9;;;672;672;0;0;6768.8;9690.3;11034.3;0;0
H1c;400;;;;0;legere|moyenne;03;8.5;91.2;0;0;8.5;;;730;743;0;0;4277.2;7369.8;8843.1;0;0
H1c;400;;;;0;legere|moyenne;04;9;86.83;0;0;11.6;;;640;680;0;0;2436;5072.2;6396.5;0;0
H1c;400;;;;0;legere|moyenne;05;14.1;81.59;14.82;3.08;16.6;27.7;30.5;499;582;73;8;613.4;2340.3;3424.8;73;20.1
H1c;400;;;;0;legere|moyenne;06;15.7;11.4;19.42;11.8;14.7;28.9;30;71;86;211;46;119;410;567.2;211;89.8
H1c;400;;;;0;legere|moyenne;07;18.2;0;40.66;25.12;;28.8;30.2;0;0;438;88;0;0;0;438.1;191.5
H1c;400;;;;0;legere|moyenne;08;18.8;0;47.08;32.34;;29;30.2;0;0;436;91;0;0;0;436.1;202.8
H1c;400;;;;0;legere|moyenne;09;18;0;13.6;3.05;;27.4;28.9;0;0;52;9;0;0;0;51.8;8.3
H1c;400;;;;0;legere|moyenne;10;15.8;39.01;0;0;12;;;396;428;0;0;1762.7;3330.7;4156.7;0;0
H1c;400;;;;0;legere|moyenne;11;11.3;45.76;0;0;7.6;;;717;718;0;0;4669.4;7720;9154.2;0;0
H1c;400;;;;0;legere|moyenne;12;7.3;33.59;0;0;3.2;;;744;744;0;0;8016.4;10884.4;12372.4;0;0
H1c;;800;400;;0;legere|moyenne;01;4.1;47.86;0;0;1.8;;;744;744;0;0;9115.3;12341.2;13829.2;0;0
H1c;;800;400;;0;legere|moyenne;02;2.4;55.9;0;0;1.9;;;672;672;0;0;8106.3;11034.3;12378.3;0;0
H1c;;800;400;;0;legere|moyenne;03;6.5;91.2;0;0;6.5;;;743;744;0;0;5638.5;8843.1;10330.9;0;0
H1c;;800;400;;0;legere|moyenne;04;7;86.83;0;0;9.6;;;680;711;0;0;3536.6;6396.5;7787;0;0
H1c;;800;400;;0;legere|moyenne;05;12.1;81.59;3.08;0;14.6;29.3;29.3;582;632;8;5;1223.4;3424.8;4637.2;73;20.1
H1c;;800;400;;0;legere|moyenne;06;13.7;68.95;11.8;4.61;14.2;29.5;29.5;375;413;46;19;622.2;2088.6;2878.9;211;89.8
H1c;;800;400;;0;legere|moyenne;07;16.2;0;25.12;14.28;;29.2;29.2;0;0;88;46;0;00;0;438.1;191.5
H1c;;800;400;;0;legere|moyenne;08;16.8;0;32.34;17.37;;29.4;29.4;0;0;91;46;0;00;0;436.1;202.8
H1c;;800;400;;0;legere|moyenne;09;16;41.47;3.05;0;15;;;250;285;9;0;412.9;1398.1;1928.1;51.8;8.3
H1c;;800;400;;0;legere|moyenne;10;13.8;66.87;0;0;11.5;;;652;697;0;0;2720.9;5280.4;6634.5;0;0
H1c;;800;400;;0;legere|moyenne;11;9.3;45.76;0;0;5.6;;;718;720;0;0;6054.9;9154.2;10593.5;0;0
H1c;;800;400;;0;legere|moyenne;12;5.3;33.59;0;0;1.2;;;744;744;0;0;9504.4;12372.4;13860.4;0;0
H1c;;;;800;0;legere|moyenne;01;2.1;47.86;0;0;0.2;;;744;744;0;;10601.2;13829.2;15317.2;0;0
H1c;;;;800;0;legere|moyenne;02;0.4;55.9;0;0;0.1;;;672;672;0;0;9450.3;12378.3;13722.3;0;0
H1c;;;;800;0;legere|moyenne;03;4.5;91.2;0;0;4.5;;;744;744;0;0;7091.2;10330.9;11818.9;0;0
H1c;;;;800;0;legere|moyenne;04;5;86.83;0;0;7.6;;;711;717;0;0;4784.4;7787;9216.3;0;0
H1c;;;;800;0;legere|moyenne;05;10.1;81.59;2.03;0.33;12.6;27.3;28.4;632;671;5;0;2087.5;4637.2;5941.6;6.7;0.4
H1c;;;;800;0;legere|moyenne;06;11.7;53.86;4.61;1.1;12.3;27.5;28.7;429;466;19;1;1228.6;2989.4;3877.5;28;2.9
H1c;;;;800;0;legere|moyenne;07;14.2;0;14.28;1.2;;27.2;28.4;0;0;46;4;0;0;0;56.3;2.2
H1c;;;;800;0;legere|moyenne;08;14.8;0;17.37;5.03;;27.4;28.9;0;0;46;5;0;0;0;62.5;11.1
H1c;;;;800;0;legere|moyenne;09;14;91.65;0;0;13.8;;;566;626;0;13;1322.74;3576;4767;0;0
H1c;;;;800;0;legere|moyenne;10;11.8;66.87;0;0;9.5;;;697;732;0;0;3781.7;6634.5;8069.3;0;0
H1c;;;;800;0;legere|moyenne;11;7.3;45.76;0;0;3.6;;;720;720;0;0;7474.7;10593.5;12033.5;0;0
H1c;;;;800;0;legere|moyenne;12;3.3;33.59;0;0;0.8;;;744;744;0;0;10992.4;13860.4;15348.4;0;0
H2a;400;;;;0;legere|moyenne;01;8.9;39.47;0;0;5.8;;;744;744;0;0;6080;9307.3;10795.3;0;0
H2a;400;;;;0;legere|moyenne;02;7.2;61.19;0;0;4.4;;;672;672;0;0;6474.9;9402.9;10746.9;0;0
H2a;400;;;;0;legere|moyenne;03;8.2;95.11;0;0;8.6;;;727;741;0;0;4167.5;7252.2;8719.6;0;0
H2a;400;;;;0;legere|moyenne;04;9.6;84.18;0;0;10.2;;;698;712;0;0;2967.3;5896.3;7309.9;0;0
H2a;400;;;;0;legere|moyenne;05;11.1;87.48;0;0;13.8;;;636;706;0;0;1233;3619.8;4964.6;0;0
H2a;400;;;;0;legere|moyenne;06;16.3;29.28;9.47;5.25;15.4;28.6;29.6;179;210;86;19;217.4;880.2;1271.2;85.5;29.6
H2a;400;;;;0;legere|moyenne;07;18.7;0;23.6;13.71;;28.6;29.8;0;0;197;42;0;0;0;197.5;74.4
H2a;400;;;;0;legere|moyenne;08;17.1;0;14.6;9.53;;28.5;29.8;0;0;101;23;0;0;0;101;42
H2a;400;;;;0;legere|moyenne;09;18.2;44.42;9.78;3.81;14;28.2;29.6;269;304;51;10;597.5;1608.5;2190.7;50.5;16.1
H2a;400;;;;0;legere|moyenne;10;15.9;61.93;0;0;12.6;;;693;736;0;0;1613.7;4334.8;5770.5;0;0
H2a;400;;;;0;legere|moyenne;11;13.3;63.38;0;0;9.4;;;720;720;0;0;3341.2;6404;7844;0;0
H2a;400;;;;0;legere|moyenne;12;10.5;41.26;0;0;6.2;;;744;744;0;0;5818.4;8679.6;10167.6;0;0
H2a;;800;400;;0;legere|moyenne;01;6.9;39.47;0;0;3.8;;;744;744;0;0;7567.3;10795.3;12283.3;0;0
H2a;;800;400;;0;legere|moyenne;02;5.2;61.19;0;0;2.4;;;672;672;0;0;7818.9;10746.9;12090.9;0;0
H2a;;800;400;;0;legere|moyenne;03;6.2;95.11;0;0;6.6;;;741;744;0;0;5541.4;8719.6;10206.4;0;0
H2a;;800;400;;0;legere|moyenne;04;7.6;84.18;0;0;8.2;;;712;720;0;0;4258.1;7309.9;8742.9;0;0
H2a;;800;400;;0;legere|moyenne;05;9.1;87.48;0;0;11.8;;;706;730;0;0;2148.4;4964.6;6404;0;0
H2a;;800;400;;0;legere|moyenne;06;14.3;32.35;5.25;1.8;13.4;29.5;29.5;231;250;19;6;507.3;1396.7;1878.6;85.5;29.6
H2a;;800;400;;0;legere|moyenne;07;16.7;0;13.71;5.12;;29.1;29.1;0;0;42;14;0;00;0;197.5;74.4
H2a;;800;400;;0;legere|moyenne;08;15.1;0;9.53;3.92;;29;29;0;0;23;9;0;00;0;101;42
H2a;;800;400;;0;legere|moyenne;09;16.2;48.52;3.81;2.13;12.4;28.7;28.7;346;373;10;5;1009.2;2390.1;3112.4;50.5;16.1
H2a;;800;400;;0;legere|moyenne;10;13.9;61.93;0;0;10.6;;;736;744;0;0;2703.4;5770.5;7251.6;0;0
H2a;;800;400;;0;legere|moyenne;11;11.3;63.38;0;0;7.4;;;720;720;0;0;4724;7844;9284;0;0
H2a;;800;400;;0;legere|moyenne;12;8.5;41.26;0;0;4.2;;;744;744;0;0;7299.6;10167.6;11655.6;0;0
H2a;;;;800;0;legere|moyenne;01;;0;0;0;;;;0;0;0;;0;0;0;0;0
H2a;;;;800;0;legere|moyenne;02;;0;0;0;;;;0;0;0;0;0;0;0;0;0
H2a;;;;800;0;legere|moyenne;03;;0;0;0;;;;0;0;0;0;0;0;0;0;0
H2a;;;;800;0;legere|moyenne;04;;0;0;0;;;;0;0;0;0;0;0;0;0;0
H2a;;;;800;0;legere|moyenne;05;;0;0;0;;;;0;0;0;0;0;0;0;0;0
H2a;;;;800;0;legere|moyenne;06;;0;0;0;;;;0;0;0;0;0;0;0;0;0
H2a;;;;800;0;legere|moyenne;07;;0;0;0;;;;0;0;0;0;0;0;0;0;0
H2a;;;;800;0;legere|moyenne;08;;0;0;0;;;;0;0;0;0;0;0;0;0;0
H2a;;;;800;0;legere|moyenne;09;;0;0;0;;;;0;0;0;0;0;0;0;0;0
H2a;;;;800;0;legere|moyenne;10;;0;0;0;;;;0;0;0;0;0;0;0;0;0
H2a;;;;800;0;legere|moyenne;11;;0;0;0;;;;0;0;0;0;0;0;0;0;0
H2a;;;;800;0;legere|moyenne;12;;0;0;0;;;;0;0;0;0;0;0;0;0;0
H2b;400;;;;0;legere|moyenne;01;9;32.4;0;0;6.1;;;744;744;0;0;5893.2;9119.8;10607.8;0;0
H2b;400;;;;0;legere|moyenne;02;6.8;59.81;0;0;4.2;;;672;672;0;0;6575.7;9503.7;10847.7;0;0
H2b;400;;;;0;legere|moyenne;03;8.7;73.5;0;0;8.7;;;737;741;0;0;4004.4;7178;8657.9;0;0
H2b;400;;;;0;legere|moyenne;04;9.6;89.72;0;0;10.7;;;677;704;0;0;2758.8;5583.5;6967.5;0;0
H2b;400;;;;0;legere|moyenne;05;12.9;87.98;8.67;2.2;14.5;27.5;29.2;597;651;41;6;1194.4;3506.8;4762.8;41.3;7.3
H2b;400;;;;0;legere|moyenne;06;15.3;25.33;12.71;6.92;15.9;28.7;30.4;180;205;122;24;162.4;824;1210.4;122.3;57.8
H2b;400;;;;0;legere|moyenne;07;17.8;0;18.98;9.01;;28.4;30.5;0;0;157;27;0;0;0;157.4;68.2
H2b;400;;;;0;legere|moyenne;08;18;0;29.97;16.91;;28.6;29.9;0;0;220;46;0;0;0;219.8;85.4
H2b;400;;;;0;legere|moyenne;09;18.1;0;13.61;5.76;;28.7;30.9;0;0;94;16;0;0;0;93.8;45.7
H2b;400;;;;0;legere|moyenne;10;15.5;67.13;9.8;4.48;12.3;27.6;28.4;556;592;29;18;1529.2;3722;4872.7;29.3;3.4
H2b;400;;;;0;legere|moyenne;11;12.4;42.57;0;0;8.1;;;716;719;0;0;4286.9;7387.1;8822;0;0
H2b;400;;;;0;legere|moyenne;12;9.2;27.5;0;0;5.6;;;744;744;0;0;6214.7;9081;10569;0;0
H2b;;800;400;;0;legere|moyenne;01;7;32.4;0;0;4.1;;;744;744;0;0;7379.8;10607.8;12095.8;0;0
H2b;;800;400;;0;legere|moyenne;02;4.8;59.81;0;0;2.2;;;672;672;0;0;7919.7;10847.7;12191.7;0;0
H2b;;800;400;;0;legere|moyenne;03;6.7;73.5;0;0;6.7;;;741;742;0;0;5432.4;8657.9;10140.7;0;0
H2b;;800;400;;0;legere|moyenne;04;7.6;89.72;0;0;8.7;;;704;718;0;0;3989;6967.5;8393.9;0;0
H2b;;800;400;;0;legere|moyenne;05;10.9;84.09;2.2;0;12.2;;;644;669;6;0;2086.9;4732.4;6049.8;41.3;7.3
H2b;;800;400;;0;legere|moyenne;06;13.3;27.62;6.92;4.23;13.8;29.6;29.6;227;240;24;14;426.9;1309.3;1780.9;122.3;57.8
H2b;;800;400;;0;legere|moyenne;07;15.8;0;9.01;5.02;;29.3;29.3;0;0;27;17;0;00;0;157.4;68.2
H2b;;800;400;;0;legere|moyenne;08;16;0;16.91;6.4;;29.6;29.6;0;0;46;17;0;00;0;219.8;85.4
H2b;;800;400;;0;legere|moyenne;09;16.1;46.26;5.76;4.33;13;29.9;29.9;311;336;16;11;855.8;2056.2;2705.6;93.8;45.7
H2b;;800;400;;0;legere|moyenne;10;13.5;87.26;4.48;0;11.4;;;693;711;8;8;2519.2;5365.9;6772;29.3;3.4
H2b;;800;400;;0;legere|moyenne;11;10.4;42.57;0;0;6.1;;;719;720;0;0;5707.6;8822;10261.9;0;0
H2b;;800;400;;0;legere|moyenne;12;7.2;27.5;0;0;3.6;;;744;744;0;0;7701;10569;12057;0;0
H2b;;;;800;0;legere|moyenne;01;;0;0;0;;;;0;0;0;;0;0;0;0;0
H2b;;;;800;0;legere|moyenne;02;;0;0;0;;;;0;0;0;0;0;0;0;0;0
H2b;;;;800;0;legere|moyenne;03;;0;0;0;;;;0;0;0;0;0;0;0;0;0
H2b;;;;800;0;legere|moyenne;04;;0;0;0;;;;0;0;0;0;0;0;0;0;0
H2b;;;;800;0;legere|moyenne;05;;0;0;0;;;;0;0;0;0;0;0;0;0;0
H2b;;;;800;0;legere|moyenne;06;;0;0;0;;;;0;0;0;0;0;0;0;0;0
H2b;;;;800;0;legere|moyenne;07;;0;0;0;;;;0;0;0;0;0;0;0;0;0
H2b;;;;800;0;legere|moyenne;08;;0;0;0;;;;0;0;0;0;0;0;0;0;0
H2b;;;;800;0;legere|moyenne;09;;0;0;0;;;;0;0;0;0;0;0;0;0;0
H2b;;;;800;0;legere|moyenne;10;;0;0;0;;;;0;0;0;0;0;0;0;0;0
H2b;;;;800;0;legere|moyenne;11;;0;0;0;;;;0;0;0;0;0;0;0;0;0
H2b;;;;800;0;legere|moyenne;12;;0;0;0;;;;0;0;0;0;0;0;0;0;0
H2c;400;;;;0;legere|moyenne;01;9.8;40.4;0;0;5.1;;;744;744;0;0;6588.7;9812.8;11300.8;0;0
H2c;400;;;;0;legere|moyenne;02;9.5;63.77;0;0;6.6;;;670;672;0;0;4997.8;7883.1;9225;0;0
H2c;400;;;;0;legere|moyenne;03;10.2;110.02;0;0;9.7;;;699;726;0;0;3607.4;6489.1;7919.8;0;0
H2c;400;;;;0;legere|moyenne;04;11.3;86.61;0;0;11.8;;;652;685;0;0;2158;4888;6225.4;0;0
H2c;400;;;;0;legere|moyenne;05;14.9;3.53;10.36;2.03;13.8;27.5;29.9;15;20;48;6;58.6;121.4;153.8;48.4;11.1
H2c;400;;;;0;legere|moyenne;06;17.5;0;24.31;12.01;;28.6;30.2;0;0;222;43;0;0;0;222.4;92.7
H2c;400;;;;0;legere|moyenne;07;19.8;0;38.21;25.47;;29.2;30.5;0;0;465;92;0;0;0;464.9;225.3
H2c;400;;;;0;legere|moyenne;08;19.8;0;32.22;21.61;;30;31.8;0;0;400;62;0;0;0;399.8;233.2
H2c;400;;;;0;legere|moyenne;09;19.7;53.63;15.39;7.19;15.2;29.2;32.1;228;272;133;19;510.5;1388.2;1887.2;133;77.9
H2c;400;;;;0;legere|moyenne;10;17.7;72.63;10.02;5.75;15.7;28.4;29.8;542;617;52;22;880.2;2804.7;3962.5;52.2;19.6
H2c;400;;;;0;legere|moyenne;11;14;63.3;0;0;9.1;;;693;709;0;0;3747.6;6725.2;8128.7;0;0
H2c;400;;;;0;legere|moyenne;12;9.8;38.16;0;0;5;;;744;744;0;0;6667.9;9535.9;11023.9;0;0
H2c;;800;400;;0;legere|moyenne;01;7.8;40.4;0;0;3.1;;;744;744;0;0;8072.8;11300.8;12788.8;0;0
H2c;;800;400;;0;legere|moyenne;02;7.5;63.77;0;0;4.6;;;672;672;0;0;6306.6;9225;10569;0;0
H2c;;800;400;;0;legere|moyenne;03;8.2;110.02;0;0;7.7;;;726;738;0;0;4849.4;7919.8;9385.1;0;0
