type_baie;soubassement;materiau;rupteur_pont_thermique;ug;uw;tv_uw_id
brique_verre_pleine;;;;;3.5;1
brique_verre_creuse;;;;;2;2
polycarbonate;;;;;3;3
fenetre_battante;;metal;1;0.5;1.3;4
fenetre_battante;;metal;1;0.6;1.4;5
fenetre_battante;;metal;1;0.7;1.5;6
fenetre_battante;;metal;1;0.8;1.6;7
fenetre_battante;;metal;1;0.9;1.6;8
fenetre_battante;;metal;1;1;1.7;9
fenetre_battante;;metal;1;1.1;1.8;10
fenetre_battante;;metal;1;1.2;1.9;11
fenetre_battante;;metal;1;1.3;2;12
fenetre_battante;;metal;1;1.4;2.1;13
fenetre_battante;;metal;1;1.5;2.1;14
fenetre_battante;;metal;1;1.6;2.2;15
fenetre_battante;;metal;1;1.7;2.3;16
fenetre_battante;;metal;1;1.8;2.4;17
fenetre_battante;;metal;1;1.9;2.5;18
fenetre_battante;;metal;1;2;2.6;19
fenetre_battante;;metal;1;2.1;2.7;20
fenetre_battante;;metal;1;2.2;2.7;21
fenetre_battante;;metal;1;2.3;2.8;22
fenetre_battante;;metal;1;2.4;2.9;23
fenetre_battante;;metal;1;2.5;3;24
fenetre_battante;;metal;1;2.6;3.1;25
fenetre_battante;;metal;1;2.7;3.2;26
fenetre_battante;;metal;1;2.8;3.3;27
fenetre_battante;;metal;1;2.9;3.3;28
fenetre_battante;;metal;1;3;3.4;29
fenetre_battante;;metal;1;3.1;3.5;30
fenetre_battante;;metal;1;3.2;3.6;31
fenetre_battante;;metal;1;3.3;3.7;32
fenetre_battante;;metal;1;3.4;3.8;33
fenetre_battante;;metal;1;3.5;3.8;34
fenetre_battante;;metal;1;3.6;3.9;35
fenetre_battante;;metal;1;3.7;4;36
fenetre_battante;;metal;1;3.8;4.1;37
fenetre_battante;;metal;1;3.9;4.2;38
fenetre_battante;;metal;1;4;4.3;39
fenetre_battante;;metal;1;5.7;5.7;40
fenetre_battante;;metal;1;5.8;5.8;41
fenetre_battante;;metal;1;5.9;5.9;42
fenetre_battante;;metal;1;6;6;43
fenetre_coulissante;;metal;1;0.5;1.4;44
fenetre_coulissante;;metal;1;0.6;1.5;45
fenetre_coulissante;;metal;1;0.7;1.6;46
fenetre_coulissante;;metal;1;0.8;1.6;47
fenetre_coulissante;;metal;1;0.9;1.7;48
fenetre_coulissante;;metal;1;1;1.8;49
fenetre_coulissante;;metal;1;1.1;1.9;50
fenetre_coulissante;;metal;1;1.2;2;51
fenetre_coulissante;;metal;1;1.3;2;52
fenetre_coulissante;;metal;1;1.4;2.1;53
fenetre_coulissante;;metal;1;1.5;2.2;54
fenetre_coulissante;;metal;1;1.6;2.3;55
fenetre_coulissante;;metal;1;1.7;2.4;56
fenetre_coulissante;;metal;1;1.8;2.4;57
fenetre_coulissante;;metal;1;1.9;2.5;58
fenetre_coulissante;;metal;1;2;2.6;59
fenetre_coulissante;;metal;1;2.1;2.8;60
fenetre_coulissante;;metal;1;2.2;2.9;61
fenetre_coulissante;;metal;1;2.3;2.9;62
fenetre_coulissante;;metal;1;2.4;3;63
fenetre_coulissante;;metal;1;2.5;3.1;64
fenetre_coulissante;;metal;1;2.6;3.2;65
fenetre_coulissante;;metal;1;2.7;3.3;66
fenetre_coulissante;;metal;1;2.8;3.3;67
fenetre_coulissante;;metal;1;2.9;3.4;68
fenetre_coulissante;;metal;1;3;3.5;69
fenetre_coulissante;;metal;1;3.1;3.6;70
fenetre_coulissante;;metal;1;3.2;3.7;71
fenetre_coulissante;;metal;1;3.3;3.7;72
fenetre_coulissante;;metal;1;3.4;3.8;73
fenetre_coulissante;;metal;1;3.5;3.9;74
fenetre_coulissante;;metal;1;3.6;4;75
fenetre_coulissante;;metal;1;3.7;4.1;76
fenetre_coulissante;;metal;1;3.8;4.1;77
fenetre_coulissante;;metal;1;3.9;4.2;78
fenetre_coulissante;;metal;1;4;4.3;79
fenetre_coulissante;;metal;1;5.7;5.7;80
fenetre_coulissante;;metal;1;5.8;5.8;81
fenetre_coulissante;;metal;1;5.9;5.9;82
fenetre_coulissante;;metal;1;6;6;83
porte_fenetre_battante;;metal;1;0.5;1;84
porte_fenetre_battante;;metal;1;0.6;1.1;85
porte_fenetre_battante;;metal;1;0.7;1.2;86
porte_fenetre_battante;;metal;1;0.8;1.3;87
porte_fenetre_battante;;metal;1;0.9;1.4;88
porte_fenetre_battante;;metal;1;1;1.5;89
porte_fenetre_battante;;metal;1;1.1;1.6;90
porte_fenetre_battante;;metal;1;1.2;1.7;91
porte_fenetre_battante;;metal;1;1.3;1.7;92
porte_fenetre_battante;;metal;1;1.4;1.8;93
porte_fenetre_battante;;metal;1;1.5;1.9;94
porte_fenetre_battante;;metal;1;1.6;2;95
porte_fenetre_battante;;metal;1;1.7;2.1;96
porte_fenetre_battante;;metal;1;1.8;2.2;97
porte_fenetre_battante;;metal;1;1.9;2.3;98
porte_fenetre_battante;;metal;1;2;2.4;99
porte_fenetre_battante;;metal;1;2.1;2.5;100
porte_fenetre_battante;;metal;1;2.2;2.6;101
porte_fenetre_battante;;metal;1;2.3;2.6;102
porte_fenetre_battante;;metal;1;2.4;2.7;103
porte_fenetre_battante;;metal;1;2.5;2.8;104
porte_fenetre_battante;;metal;1;2.6;2.9;105
porte_fenetre_battante;;metal;1;2.7;3;106
porte_fenetre_battante;;metal;1;2.8;3.1;107
porte_fenetre_battante;;metal;1;2.9;3.2;108
porte_fenetre_battante;;metal;1;3;3.3;109
porte_fenetre_battante;;metal;1;3.1;3.4;110
porte_fenetre_battante;;metal;1;3.2;3.5;111
porte_fenetre_battante;;metal;1;3.3;3.5;112
porte_fenetre_battante;;metal;1;3.4;3.6;113
porte_fenetre_battante;;metal;1;3.5;3.7;114
porte_fenetre_battante;;metal;1;3.6;3.8;115
porte_fenetre_battante;;metal;1;3.7;3.9;116
porte_fenetre_battante;;metal;1;3.8;4;117
porte_fenetre_battante;;metal;1;3.9;4.1;118
porte_fenetre_battante;;metal;1;4;4.2;119
porte_fenetre_battante;;metal;1;5.7;5.7;120
porte_fenetre_battante;;metal;1;5.8;5.8;121
porte_fenetre_battante;;metal;1;5.9;5.9;122
porte_fenetre_battante;;metal;1;6;6;123
porte_fenetre_coulissante;;metal;1;0.5;1.2;124
porte_fenetre_coulissante;;metal;1;0.6;1.3;125
porte_fenetre_coulissante;;metal;1;0.7;1.4;126
porte_fenetre_coulissante;;metal;1;0.8;1.5;127
porte_fenetre_coulissante;;metal;1;0.9;1.6;128
porte_fenetre_coulissante;;metal;1;1;1.6;129
porte_fenetre_coulissante;;metal;1;1.1;1.7;130
porte_fenetre_coulissante;;metal;1;1.2;1.8;131
porte_fenetre_coulissante;;metal;1;1.3;1.9;132
porte_fenetre_coulissante;;metal;1;1.4;2;133
porte_fenetre_coulissante;;metal;1;1.5;2.1;134
porte_fenetre_coulissante;;metal;1;1.6;2.2;135
porte_fenetre_coulissante;;metal;1;1.7;2.3;136
porte_fenetre_coulissante;;metal;1;1.8;2.4;137
porte_fenetre_coulissante;;metal;1;1.9;2.5;138
porte_fenetre_coulissante;;metal;1;2;2.5;139
porte_fenetre_coulissante;;metal;1;2.1;2.6;140
porte_fenetre_coulissante;;metal;1;2.2;2.7;141
porte_fenetre_coulissante;;metal;1;2.3;2.8;142
porte_fenetre_coulissante;;metal;1;2.4;2.9;143
porte_fenetre_coulissante;;metal;1;2.5;3;144
porte_fenetre_coulissante;;metal;1;2.6;3.1;145
porte_fenetre_coulissante;;metal;1;2.7;3.2;146
porte_fenetre_coulissante;;metal;1;2.8;3.3;147
porte_fenetre_coulissante;;metal;1;2.9;3.4;148
porte_fenetre_coulissante;;metal;1;3;3.4;149
porte_fenetre_coulissante;;metal;1;3.1;3.5;150
porte_fenetre_coulissante;;metal;1;3.2;3.6;151
porte_fenetre_coulissante;;metal;1;3.3;3.7;152
porte_fenetre_coulissante;;metal;1;3.4;3.8;153
porte_fenetre_coulissante;;metal;1;3.5;3.9;154
porte_fenetre_coulissante;;metal;1;3.6;3.9;155
porte_fenetre_coulissante;;metal;1;3.7;4.1;156
porte_fenetre_coulissante;;metal;1;3.8;4.2;157
porte_fenetre_coulissante;;metal;1;3.9;4.3;158
porte_fenetre_coulissante;;metal;1;4;4.3;159
porte_fenetre_coulissante;;metal;1;5.7;5.8;160
porte_fenetre_coulissante;;metal;1;5.8;5.9;161
porte_fenetre_coulissante;;metal;1;5.9;6;162
porte_fenetre_coulissante;;metal;1;6;6.1;163
fenetre_battante;;metal;0;0.5;1.9;164
fenetre_battante;;metal;0;0.6;2;165
fenetre_battante;;metal;0;0.7;2.1;166
fenetre_battante;;metal;0;0.8;2.2;167
fenetre_battante;;metal;0;0.9;2.2;168
fenetre_battante;;metal;0;1;2.3;169
fenetre_battante;;metal;0;1.1;2.4;170
fenetre_battante;;metal;0;1.2;2.5;171
fenetre_battante;;metal;0;1.3;2.6;172
fenetre_battante;;metal;0;1.4;2.7;173
fenetre_battante;;metal;0;1.5;2.7;174
fenetre_battante;;metal;0;1.6;2.8;175
fenetre_battante;;metal;0;1.7;2.9;176
fenetre_battante;;metal;0;1.8;3;177
fenetre_battante;;metal;0;1.9;3.1;178
fenetre_battante;;metal;0;2;3.2;179
fenetre_battante;;metal;0;2.1;3.3;180
fenetre_battante;;metal;0;2.2;3.3;181
fenetre_battante;;metal;0;2.3;3.4;182
fenetre_battante;;metal;0;2.4;3.5;183
fenetre_battante;;metal;0;2.5;3.6;184
fenetre_battante;;metal;0;2.6;3.7;185
fenetre_battante;;metal;0;2.7;3.8;186
fenetre_battante;;metal;0;2.8;3.9;187
fenetre_battante;;metal;0;2.9;3.9;188
fenetre_battante;;metal;0;3;4;189
fenetre_battante;;metal;0;3.1;4.1;190
fenetre_battante;;metal;0;3.2;4.2;191
fenetre_battante;;metal;0;3.3;4.3;192
fenetre_battante;;metal;0;3.4;4.4;193
fenetre_battante;;metal;0;3.5;4.4;194
fenetre_battante;;metal;0;3.6;4.5;195
fenetre_battante;;metal;0;3.7;4.6;196
fenetre_battante;;metal;0;3.8;4.7;197
fenetre_battante;;metal;0;3.9;4.8;198
fenetre_battante;;metal;0;4;4.9;199
fenetre_battante;;metal;0;5.7;6.3;200
fenetre_battante;;metal;0;5.8;6.4;201
fenetre_battante;;metal;0;5.9;6.5;202
fenetre_battante;;metal;0;6;6.6;203
fenetre_coulissante;;metal;0;0.5;2.2;204
fenetre_coulissante;;metal;0;0.6;2.3;205
fenetre_coulissante;;metal;0;0.7;2.4;206
fenetre_coulissante;;metal;0;0.8;2.4;207
fenetre_coulissante;;metal;0;0.9;2.5;208
fenetre_coulissante;;metal;0;1;2.6;209
fenetre_coulissante;;metal;0;1.1;2.7;210
fenetre_coulissante;;metal;0;1.2;2.8;211
fenetre_coulissante;;metal;0;1.3;2.8;212
fenetre_coulissante;;metal;0;1.4;2.9;213
fenetre_coulissante;;metal;0;1.5;3;214
fenetre_coulissante;;metal;0;1.6;3.1;215
fenetre_coulissante;;metal;0;1.7;3.2;216
fenetre_coulissante;;metal;0;1.8;3.2;217
fenetre_coulissante;;metal;0;1.9;3.3;218
fenetre_coulissante;;metal;0;2;3.4;219
fenetre_coulissante;;metal;0;2.1;3.5;220
fenetre_coulissante;;metal;0;2.2;3.6;221
fenetre_coulissante;;metal;0;2.3;3.6;222
fenetre_coulissante;;metal;0;2.4;3.7;223
fenetre_coulissante;;metal;0;2.5;3.8;224
fenetre_coulissante;;metal;0;2.6;3.9;225
fenetre_coulissante;;metal;0;2.7;4;226
fenetre_coulissante;;metal;0;2.8;4;227
fenetre_coulissante;;metal;0;2.9;4.1;228
fenetre_coulissante;;metal;0;3;4.2;229
fenetre_coulissante;;metal;0;3.1;4.3;230
fenetre_coulissante;;metal;0;3.2;4.4;231
fenetre_coulissante;;metal;0;3.3;4.4;232
fenetre_coulissante;;metal;0;3.4;4.5;233
fenetre_coulissante;;metal;0;3.5;4.6;234
fenetre_coulissante;;metal;0;3.6;4.7;235
fenetre_coulissante;;metal;0;3.7;4.8;236
fenetre_coulissante;;metal;0;3.8;4.8;237
fenetre_coulissante;;metal;0;3.9;4.9;238
fenetre_coulissante;;metal;0;4;5;239
fenetre_coulissante;;metal;0;5.7;6.4;240
fenetre_coulissante;;metal;0;5.8;6.4;241
fenetre_coulissante;;metal;0;5.9;6.5;242
fenetre_coulissante;;metal;0;6;6.6;243
porte_fenetre_battante;;metal;0;0.5;1.4;244
porte_fenetre_battante;;metal;0;0.6;1.5;245
porte_fenetre_battante;;metal;0;0.7;1.6;246
porte_fenetre_battante;;metal;0;0.8;1.7;247
porte_fenetre_battante;;metal;0;0.9;1.8;248
porte_fenetre_battante;;metal;0;1;1.9;249
porte_fenetre_battante;;metal;0;1.1;2;250
porte_fenetre_battante;;metal;0;1.2;2.1;251
porte_fenetre_battante;;metal;0;1.3;2.1;252
porte_fenetre_battante;;metal;0;1.4;2.2;253
porte_fenetre_battante;;metal;0;1.5;2.3;254
porte_fenetre_battante;;metal;0;1.6;2.4;255
porte_fenetre_battante;;metal;0;1.7;2.5;256
porte_fenetre_battante;;metal;0;1.8;2.6;257
porte_fenetre_battante;;metal;0;1.9;2.7;258
porte_fenetre_battante;;metal;0;2;2.8;259
porte_fenetre_battante;;metal;0;2.1;2.9;260
porte_fenetre_battante;;metal;0;2.2;3;261
porte_fenetre_battante;;metal;0;2.3;3;262
porte_fenetre_battante;;metal;0;2.4;3.1;263
porte_fenetre_battante;;metal;0;2.5;3.2;264
porte_fenetre_battante;;metal;0;2.6;3.3;265
porte_fenetre_battante;;metal;0;2.7;3.4;266
porte_fenetre_battante;;metal;0;2.8;3.5;267
porte_fenetre_battante;;metal;0;2.9;3.6;268
porte_fenetre_battante;;metal;0;3;3.7;269
porte_fenetre_battante;;metal;0;3.1;3.8;270
porte_fenetre_battante;;metal;0;3.2;3.9;271
porte_fenetre_battante;;metal;0;3.3;3.9;272
porte_fenetre_battante;;metal;0;3.4;4;273
porte_fenetre_battante;;metal;0;3.5;4.1;274
porte_fenetre_battante;;metal;0;3.6;4.2;275
porte_fenetre_battante;;metal;0;3.7;4.3;276
porte_fenetre_battante;;metal;0;3.8;4.4;277
porte_fenetre_battante;;metal;0;3.9;4.5;278
porte_fenetre_battante;;metal;0;4;4.6;279
porte_fenetre_battante;;metal;0;5.7;6.1;280
porte_fenetre_battante;;metal;0;5.8;6.2;281
porte_fenetre_battante;;metal;0;5.9;6.3;282
porte_fenetre_battante;;metal;0;6;6.4;283
porte_fenetre_coulissante;;metal;0;0.5;1.5;284
porte_fenetre_coulissante;;metal;0;0.6;1.6;285
porte_fenetre_coulissante;;metal;0;0.7;1.7;286
porte_fenetre_coulissante;;metal;0;0.8;1.8;287
porte_fenetre_coulissante;;metal;0;0.9;1.9;288
porte_fenetre_coulissante;;metal;0;1;1.9;289
porte_fenetre_coulissante;;metal;0;1.1;2;290
porte_fenetre_coulissante;;metal;0;1.2;2.1;291
porte_fenetre_coulissante;;metal;0;1.3;2.2;292
porte_fenetre_coulissante;;metal;0;1.4;2.3;293
porte_fenetre_coulissante;;metal;0;1.5;2.4;294
porte_fenetre_coulissante;;metal;0;1.6;2.5;295
porte_fenetre_coulissante;;metal;0;1.7;2.6;296
porte_fenetre_coulissante;;metal;0;1.8;2.7;297
porte_fenetre_coulissante;;metal;0;1.9;2.8;298
porte_fenetre_coulissante;;metal;0;2;2.8;299
porte_fenetre_coulissante;;metal;0;2.1;2.9;300
porte_fenetre_coulissante;;metal;0;2.2;3;301
porte_fenetre_coulissante;;metal;0;2.3;3.1;302
porte_fenetre_coulissante;;metal;0;2.4;3.2;303
porte_fenetre_coulissante;;metal;0;2.5;3.3;304
porte_fenetre_coulissante;;metal;0;2.6;3.4;305
porte_fenetre_coulissante;;metal;0;2.7;3.5;306
porte_fenetre_coulissante;;metal;0;2.8;3.6;307
porte_fenetre_coulissante;;metal;0;2.9;3.7;308
porte_fenetre_coulissante;;metal;0;3;3.7;309
porte_fenetre_coulissante;;metal;0;3.1;3.8;310
porte_fenetre_coulissante;;metal;0;3.2;3.9;311
porte_fenetre_coulissante;;metal;0;3.3;4;312
porte_fenetre_coulissante;;metal;0;3.4;4.1;313
porte_fenetre_coulissante;;metal;0;3.5;4.2;314
porte_fenetre_coulissante;;metal;0;3.6;4.3;315
porte_fenetre_coulissante;;metal;0;3.7;4.4;316
porte_fenetre_coulissante;;metal;0;3.8;4.5;317
porte_fenetre_coulissante;;metal;0;3.9;4.6;318
porte_fenetre_coulissante;;metal;0;4;4.6;319
porte_fenetre_coulissante;;metal;0;5.7;6.2;320
porte_fenetre_coulissante;;metal;0;5.8;6.3;321
porte_fenetre_coulissante;;metal;0;5.9;6.4;322
porte_fenetre_coulissante;;metal;0;6;6.4;323
fenetre_battante;;pvc;;0.5;0.9;324
fenetre_battante;;pvc;;0.6;1;325
fenetre_battante;;pvc;;0.7;1.1;326
fenetre_battante;;pvc;;0.8;1.2;327
fenetre_battante;;pvc;;0.9;1.2;328
fenetre_battante;;pvc;;1;1.3;329
fenetre_battante;;pvc;;1.1;1.4;330
fenetre_battante;;pvc;;1.2;1.5;331
fenetre_battante;;pvc;;1.3;1.5;332
fenetre_battante;;pvc;;1.4;1.6;333
fenetre_battante;;pvc;;1.5;1.7;334
fenetre_battante;;pvc;;1.6;1.8;335
fenetre_battante;;pvc;;1.7;1.8;336
fenetre_battante;;pvc;;1.8;1.9;337
fenetre_battante;;pvc;;1.9;2;338
fenetre_battante;;pvc;;2;2.1;339
fenetre_battante;;pvc;;2.1;2.1;340
fenetre_battante;;pvc;;2.2;2.2;341
fenetre_battante;;pvc;;2.3;2.3;342
fenetre_battante;;pvc;;2.4;2.4;343
fenetre_battante;;pvc;;2.5;2.4;344
fenetre_battante;;pvc;;2.6;2.5;345
fenetre_battante;;pvc;;2.7;2.6;346
fenetre_battante;;pvc;;2.8;2.7;347
fenetre_battante;;pvc;;2.9;2.7;348
fenetre_battante;;pvc;;3;2.8;349
fenetre_battante;;pvc;;3.1;2.9;350
fenetre_battante;;pvc;;3.2;3;351
fenetre_battante;;pvc;;3.3;3;352
fenetre_battante;;pvc;;3.4;3.1;353
fenetre_battante;;pvc;;3.5;3.2;354
fenetre_battante;;pvc;;3.6;3.3;355
fenetre_battante;;pvc;;3.7;3.3;356
fenetre_battante;;pvc;;3.8;3.4;357
fenetre_battante;;pvc;;3.9;3.5;358
fenetre_battante;;pvc;;4;3.6;359
fenetre_battante;;pvc;;5.7;4.8;360
fenetre_battante;;pvc;;5.8;4.9;361
fenetre_battante;;pvc;;5.9;5;362
fenetre_battante;;pvc;;6;5.1;363
fenetre_coulissante;;pvc;;0.5;1.3;364
fenetre_coulissante;;pvc;;0.6;1.4;365
fenetre_coulissante;;pvc;;0.7;1.5;366
fenetre_coulissante;;pvc;;0.8;1.5;367
fenetre_coulissante;;pvc;;0.9;1.6;368
fenetre_coulissante;;pvc;;1;1.7;369
fenetre_coulissante;;pvc;;1.1;1.7;370
fenetre_coulissante;;pvc;;1.2;1.8;371
fenetre_coulissante;;pvc;;1.3;1.9;372
fenetre_coulissante;;pvc;;1.4;2;373
fenetre_coulissante;;pvc;;1.5;2;374
fenetre_coulissante;;pvc;;1.6;2.1;375
fenetre_coulissante;;pvc;;1.7;2.2;376
fenetre_coulissante;;pvc;;1.8;2.2;377
fenetre_coulissante;;pvc;;1.9;2.3;378
fenetre_coulissante;;pvc;;2;2.4;379
fenetre_coulissante;;pvc;;2.1;2.4;380
fenetre_coulissante;;pvc;;2.2;2.5;381
fenetre_coulissante;;pvc;;2.3;2.6;382
fenetre_coulissante;;pvc;;2.4;2.7;383
fenetre_coulissante;;pvc;;2.5;2.7;384
fenetre_coulissante;;pvc;;2.6;2.8;385
fenetre_coulissante;;pvc;;2.7;2.9;386
fenetre_coulissante;;pvc;;2.8;2.9;387
fenetre_coulissante;;pvc;;2.9;3;388
fenetre_coulissante;;pvc;;3;3.1;389
fenetre_coulissante;;pvc;;3.1;3.1;390
